DATE,TIME_hh,TIME_mm,Man_kW,Temp_C,Sun_h,Wind_m_par_S,Rain_mm
2017/1/1,1,00,2634,5.1,0,3.5,0
2017/1/1,2,00,2520,4.1,0,1.7,0
2017/1/1,3,00,2438,4,0,1.5,0
2017/1/1,4,00,2389,3,0,1,0
2017/1/1,5,00,2394,3.6,0,2.2,0
2017/1/1,6,00,2491,2.5,0,1.7,0
2017/1/1,7,00,2626,2.8,0,2.1,0
2017/1/1,8,00,2715,3.7,0.5,1.9,0
2017/1/1,9,00,2637,6.4,1,1.7,0
2017/1/1,10,00,2507,9.3,1,1.8,0
2017/1/1,11,00,2400,11.7,1,2.8,0
2017/1/1,12,00,2333,13.7,1,2.5,0
2017/1/1,13,00,2283,12.9,1,2.3,0
2017/1/1,14,00,2259,13.1,1,1.5,0
2017/1/1,15,00,2317,12.3,1,2.1,0
2017/1/1,16,00,2540,11.5,1,1.7,0
2017/1/1,17,00,2839,7.8,0.4,2.5,0
2017/1/1,18,00,2919,7.8,0,2.3,0
2017/1/1,19,00,2930,7,0,1,0
2017/1/1,20,00,2935,8,0,2.9,0
2017/1/1,21,00,2896,7,0,1.8,0
2017/1/1,22,00,2780,8.3,0,3.2,0
2017/1/1,23,00,2669,7.6,0,1.4,0
2017/1/2,0,00,2494,5.3,0,1.5,0
2017/1/2,1,00,2383,4.8,0,0.5,0
2017/1/2,2,00,2335,4.3,0,1.3,0
2017/1/2,3,00,2296,4.3,0,1.9,0
2017/1/2,4,00,2273,5,0,2.5,0
2017/1/2,5,00,2308,4.5,0,1.2,0
2017/1/2,6,00,2448,4.6,0,2,0
2017/1/2,7,00,2644,4.4,0,0.7,0
2017/1/2,8,00,2844,5.5,0,2.2,0
2017/1/2,9,00,2883,6.5,0,1.5,0
2017/1/2,10,00,2724,7.7,0.5,1.5,0
2017/1/2,11,00,2579,9.9,0.7,0.8,0
2017/1/2,12,00,2505,11.6,0.9,1.2,0
2017/1/2,13,00,2458,12.7,1,1.8,0
2017/1/2,14,00,2406,12.1,1,1.7,0
2017/1/2,15,00,2469,11.8,1,0.8,0
2017/1/2,16,00,2689,9.9,1,0.8,0
2017/1/2,17,00,2992,8,0.4,0.5,0
2017/1/2,18,00,3069,7.3,0,1.7,0
2017/1/2,19,00,3086,6.7,0,1.1,0
2017/1/2,20,00,3068,6.9,0,0.6,0
2017/1/2,21,00,2999,6.2,0,1,0
2017/1/2,22,00,2883,6.1,0,1.2,0
2017/1/2,23,00,2757,6.5,0,2.5,0
2017/1/3,0,00,2565,6.2,0,0.9,0
2017/1/3,1,00,2438,4.3,0,1,0
2017/1/3,2,00,2376,4.7,0,1.7,0
2017/1/3,3,00,2330,4.1,0,1.2,0
2017/1/3,4,00,2310,4.5,0,2.1,0
2017/1/3,5,00,2350,3.8,0,1.3,0
2017/1/3,6,00,2499,4.9,0,1.8,0
2017/1/3,7,00,2659,5.4,0,1.5,0
2017/1/3,8,00,2818,5.7,0.5,3.3,0
2017/1/3,9,00,2822,8.2,1,2,0
2017/1/3,10,00,2725,9.9,1,1.9,0
2017/1/3,11,00,2624,11.3,1,2.7,0
2017/1/3,12,00,2556,12.6,1,5.1,0
2017/1/3,13,00,2539,13.2,1,3.5,0
2017/1/3,14,00,2525,13.1,1,4.2,0
2017/1/3,15,00,2590,12.1,0.5,3.4,0
2017/1/3,16,00,2828,11.4,0.9,3.3,0
2017/1/3,17,00,3155,10.2,0.3,2.2,0
2017/1/3,18,00,3237,9.5,0,2.7,0
2017/1/3,19,00,3240,8.7,0,3,0
2017/1/3,20,00,3209,8.3,0,2.1,0
2017/1/3,21,00,3110,7.4,0,1.4,0
2017/1/3,22,00,2949,6.5,0,1.2,0
2017/1/3,23,00,2789,6.6,0,1.2,0
2017/1/4,0,00,2571,5.4,0,0.8,0
2017/1/4,1,00,2451,5.4,0,1.8,0
2017/1/4,2,00,2392,6.2,0,1.5,0
2017/1/4,3,00,2354,6.2,0,2.1,0
2017/1/4,4,00,2354,5.8,0,2,0
2017/1/4,5,00,2466,5.5,0,1.4,0
2017/1/4,6,00,2768,4.6,0,1.3,0
2017/1/4,7,00,3026,3.7,0,2.8,0
2017/1/4,8,00,3237,5.4,0.5,0.9,0
2017/1/4,9,00,3263,8.7,1,0.9,0
2017/1/4,10,00,3152,10.3,1,3,0
2017/1/4,11,00,3048,12.1,1,3.3,0
2017/1/4,12,00,2950,12.5,1,3.1,0
2017/1/4,13,00,2941,13.3,1,2.8,0
2017/1/4,14,00,2924,13.4,1,1.5,0
2017/1/4,15,00,2969,13.1,1,1.8,0
2017/1/4,16,00,3203,12.9,0.9,3.6,0
2017/1/4,17,00,3511,11.2,0.3,2.8,0
2017/1/4,18,00,3571,9.5,0,2.9,0
2017/1/4,19,00,3559,8.8,0,4.5,0
2017/1/4,20,00,3493,8.1,0,4.4,0
2017/1/4,21,00,3354,7.2,0,4.5,0
2017/1/4,22,00,3163,7,0,5.8,0
2017/1/4,23,00,2924,6.7,0,3.6,0
2017/1/5,0,00,2682,6.4,0,3.2,0
2017/1/5,1,00,2555,6.4,0,3.8,0
2017/1/5,2,00,2495,6.5,0,4.7,0
2017/1/5,3,00,2469,6.5,0,5.4,0
2017/1/5,4,00,2493,6.4,0,4.5,0
2017/1/5,5,00,2656,5.4,0,3.8,0
2017/1/5,6,00,3054,5.2,0,2.7,0
2017/1/5,7,00,3384,5.2,0,3.9,0
2017/1/5,8,00,3683,6.3,0.5,3.2,0
2017/1/5,9,00,3793,7.9,1,4.5,0
2017/1/5,10,00,3701,8.7,1,5.3,0
2017/1/5,11,00,3661,9.1,1,6,0
2017/1/5,12,00,3491,10.2,1,5.1,0
2017/1/5,13,00,3560,9.8,1,7,0
2017/1/5,14,00,3593,9.6,1,6.9,0
2017/1/5,15,00,3654,8.7,1,5.4,0
2017/1/5,16,00,3906,7.9,1,5,0
2017/1/5,17,00,4138,6.8,0.5,4.7,0
2017/1/5,18,00,4142,6,0,5.3,0
2017/1/5,19,00,4078,5.4,0,4.3,0
2017/1/5,20,00,3978,5,0,7,0
2017/1/5,21,00,3817,4.7,0,2.9,0
2017/1/5,22,00,3603,4.6,0,5.7,0
2017/1/5,23,00,3352,4.7,0,5.7,0
2017/1/6,0,00,3064,4.2,0,3,0
2017/1/6,1,00,2903,3.6,0,2.7,0
2017/1/6,2,00,2828,2.9,0,2,0
2017/1/6,3,00,2780,2.3,0,1.9,0
2017/1/6,4,00,2803,2.1,0,1.8,0
2017/1/6,5,00,2993,2,0,2,0
2017/1/6,6,00,3455,1.7,0,2.9,0
2017/1/6,7,00,3806,2,0,2.1,0
2017/1/6,8,00,4101,2.8,0.5,2.5,0
2017/1/6,9,00,4194,4.8,1,1.5,0
2017/1/6,10,00,4071,5.9,1,3.5,0
2017/1/6,11,00,3977,6.7,1,3.2,0
2017/1/6,12,00,3752,7.1,1,2.6,0
2017/1/6,13,00,3861,8.1,1,2.6,0
2017/1/6,14,00,3869,7.6,1,3,0
2017/1/6,15,00,3892,7.2,1,2.2,0
2017/1/6,16,00,4117,6.8,1,1.9,0
2017/1/6,17,00,4349,6.6,0.3,2.5,0
2017/1/6,18,00,4327,6,0,2.5,0
2017/1/6,19,00,4236,4.5,0,1.6,0
2017/1/6,20,00,4121,3.1,0,1.7,0
2017/1/6,21,00,3960,2.8,0,1.3,0
2017/1/6,22,00,3799,3,0,0.9,0
2017/1/6,23,00,3578,3.8,0,2.6,0
2017/1/7,0,00,3317,3.6,0,2.1,0
2017/1/7,1,00,3133,2.4,0,2.3,0
2017/1/7,2,00,3017,1.3,0,2.8,0
2017/1/7,3,00,2950,1.5,0,1.7,0
2017/1/7,4,00,2936,1.3,0,1.6,0
2017/1/7,5,00,3033,1.5,0,2.1,0
2017/1/7,6,00,3326,0.9,0,2,0
2017/1/7,7,00,3618,0.8,0,1.2,0
2017/1/7,8,00,3915,1.5,0.4,1.9,0
2017/1/7,9,00,3987,3.6,1,1.3,0
2017/1/7,10,00,3835,5.4,1,1.3,0
2017/1/7,11,00,3700,5.9,1,1.9,0
2017/1/7,12,00,3505,7,1,1.8,0
2017/1/7,13,00,3509,8,1,1.6,0
2017/1/7,14,00,3485,8.1,1,1.1,0
2017/1/7,15,00,3510,7.7,1,1.7,0
2017/1/7,16,00,3752,6.7,1,1,0
2017/1/7,17,00,4032,5.1,0.3,1.4,0
2017/1/7,18,00,4064,5.2,0,1.9,0
2017/1/7,19,00,4009,5.4,0,1.3,0
2017/1/7,20,00,3931,3.6,0,1.6,0
2017/1/7,21,00,3775,4.9,0,1.3,0
2017/1/7,22,00,3585,4.1,0,1.7,0
2017/1/7,23,00,3394,3.7,0,1.8,0
2017/1/8,0,00,3149,3.2,0,1.3,0
2017/1/8,1,00,2985,2.9,0,1.8,0
2017/1/8,2,00,2893,3.4,0,1.5,0
2017/1/8,3,00,2824,2.9,0,1.5,0
2017/1/8,4,00,2791,2.5,0,2.4,0
2017/1/8,5,00,2837,2.2,0,2.8,0
2017/1/8,6,00,3013,2,0,2,0
2017/1/8,7,00,3229,2.4,0,2.4,0
2017/1/8,8,00,3503,2.6,0,2.5,0
2017/1/8,9,00,3721,3.8,0,2.8,0
2017/1/8,10,00,3720,5,0,3.3,0
2017/1/8,11,00,3712,5,0,2.6,0
2017/1/8,12,00,3685,5.4,0,2.3,0
2017/1/8,13,00,3640,5.7,0,3,0
2017/1/8,14,00,3651,5.9,0,3.1,0
2017/1/8,15,00,3736,4.6,0,2.3,0
2017/1/8,16,00,3918,4.1,0,3.5,2
2017/1/8,17,00,4082,4.2,0,2.5,1.5
2017/1/8,18,00,4099,4.2,0,4,1.5
2017/1/8,19,00,4030,4.2,0,3.2,2.5
2017/1/8,20,00,3925,4.3,0,3.8,3
2017/1/8,21,00,3760,4.1,0,6.3,4
2017/1/8,22,00,3524,4,0,4.6,2.5
2017/1/8,23,00,3298,4,0,5.9,1.5
2017/1/9,0,00,3037,4.2,0,7,2
2017/1/9,1,00,2856,4.4,0,5.9,0.5
2017/1/9,2,00,2754,4.8,0,6.8,0.5
2017/1/9,3,00,2693,4.9,0,5.4,1
2017/1/9,4,00,2669,5.4,0,6,1
2017/1/9,5,00,2740,5.4,0,5,0.5
2017/1/9,6,00,2953,6,0,5.8,0.5
2017/1/9,7,00,3239,6.4,0,3.3,0.5
2017/1/9,8,00,3589,6.8,0,3.9,0
2017/1/9,9,00,3804,7.2,0,2.9,0
2017/1/9,10,00,3830,7.9,0,3.3,0.5
2017/1/9,11,00,3800,8.3,0,3,0
2017/1/9,12,00,3580,9,0,2.7,0.5
2017/1/9,13,00,3495,9.6,0.1,1.6,0
2017/1/9,14,00,3419,10.6,0.4,1.5,0
2017/1/9,15,00,3425,10.2,0.5,1.2,0
2017/1/9,16,00,3627,10.1,0.7,1.5,0
2017/1/9,17,00,3959,7.2,0.5,1.5,0
2017/1/9,18,00,4011,6.3,0,2,0
2017/1/9,19,00,3957,7.2,0,1.3,0
2017/1/9,20,00,3862,8.8,0,3.4,0
2017/1/9,21,00,3708,7.9,0,2.1,0
2017/1/9,22,00,3487,7.2,0,2.5,0
2017/1/9,23,00,3249,6.1,0,1.7,0
2017/1/10,0,00,2988,3.9,0,0.8,0
2017/1/10,1,00,2859,3.8,0,1.1,0
2017/1/10,2,00,2793,5.3,0,2.8,0
2017/1/10,3,00,2765,6.6,0,3.5,0
2017/1/10,4,00,2809,6.4,0,3.8,0
2017/1/10,5,00,3000,6.6,0,2.4,0
2017/1/10,6,00,3475,6.3,0,3.2,0
2017/1/10,7,00,3793,6.5,0,2.8,0
2017/1/10,8,00,4023,6.4,0.4,2.1,0
2017/1/10,9,00,4088,8.3,1,3.7,0
2017/1/10,10,00,3970,9.7,1,3.1,0
2017/1/10,11,00,3873,11.3,1,2.9,0
2017/1/10,12,00,3655,11,1,2.1,0
2017/1/10,13,00,3747,12.2,1,1.8,0
2017/1/10,14,00,3736,11.9,1,1.9,0
2017/1/10,15,00,3761,11.4,1,2.6,0
2017/1/10,16,00,3966,10.3,1,2.6,0
2017/1/10,17,00,4207,8.1,0.5,1.9,0
2017/1/10,18,00,4205,7.5,0,3.1,0
2017/1/10,19,00,4097,7.9,0,2,0
2017/1/10,20,00,3980,6.7,0,1.1,0
2017/1/10,21,00,3819,6.7,0,0.5,0
2017/1/10,22,00,3636,7.8,0,2.1,0
2017/1/10,23,00,3376,8.2,0,2.2,0
2017/1/11,0,00,3088,8,0,2.2,0
2017/1/11,1,00,2936,7.1,0,2.7,0
2017/1/11,2,00,2869,6.7,0,3.2,0
2017/1/11,3,00,2843,5.9,0,2,0
2017/1/11,4,00,2876,6.1,0,2.3,0
2017/1/11,5,00,3074,5.7,0,3.4,0
2017/1/11,6,00,3557,5.1,0,2.5,0
2017/1/11,7,00,3863,5,0,4.3,0
2017/1/11,8,00,4079,5.2,0.5,3.2,0
2017/1/11,9,00,4151,6.6,1,3.5,0
2017/1/11,10,00,4020,7.8,1,3.3,0
2017/1/11,11,00,3866,9.2,1,1.9,0
2017/1/11,12,00,3645,10.1,1,0.9,0
2017/1/11,13,00,3755,10,1,1.8,0
2017/1/11,14,00,3764,10.2,1,3.3,0
2017/1/11,15,00,3814,9.6,1,3.6,0
2017/1/11,16,00,4041,8.8,1,2.4,0
2017/1/11,17,00,4297,6.5,0.5,2.1,0
2017/1/11,18,00,4300,6.5,0,1.8,0
2017/1/11,19,00,4208,6.6,0,1.6,0
2017/1/11,20,00,4099,7.1,0,2.8,0
2017/1/11,21,00,3938,6.4,0,2.9,0
2017/1/11,22,00,3754,4.9,0,1.8,0
2017/1/11,23,00,3520,4.6,0,0.9,0
2017/1/12,0,00,3237,5,0,2.5,0
2017/1/12,1,00,3078,2.9,0,1.2,0
2017/1/12,2,00,3004,2.8,0,2.2,0
2017/1/12,3,00,2963,1.9,0,2.2,0
2017/1/12,4,00,2984,1.7,0,2.6,0
2017/1/12,5,00,3197,1.1,0,0.7,0
2017/1/12,6,00,3701,1.4,0,1.6,0
2017/1/12,7,00,4014,1.1,0,1.1,0
2017/1/12,8,00,4195,4.7,0.5,1.2,0
2017/1/12,9,00,4213,6.9,1,0.6,0
2017/1/12,10,00,4070,8.4,1,1.9,0
2017/1/12,11,00,3929,9.3,1,2.1,0
2017/1/12,12,00,3679,10.6,1,1.7,0
2017/1/12,13,00,3771,11.6,1,1.7,0
2017/1/12,14,00,3786,11.4,1,2.5,0
2017/1/12,15,00,3843,10.6,0.8,2.5,0
2017/1/12,16,00,4065,8.9,0.5,2.3,0
2017/1/12,17,00,4332,9,0.4,2.6,0
2017/1/12,18,00,4356,8.6,0,1.7,0
2017/1/12,19,00,4265,6.4,0,1,0
2017/1/12,20,00,4139,5.8,0,1.2,0
2017/1/12,21,00,3974,5.6,0,1.9,0
2017/1/12,22,00,3794,4.3,0,0.8,0
2017/1/12,23,00,3542,3.9,0,0.5,0
2017/1/13,0,00,3254,3.9,0,1.7,0
2017/1/13,1,00,3080,3.6,0,2.8,0
2017/1/13,2,00,2991,2.8,0,1.8,0
2017/1/13,3,00,2953,3.2,0,1.9,0
2017/1/13,4,00,2983,3.8,0,1.9,0
2017/1/13,5,00,3188,3.4,0,2.4,0
2017/1/13,6,00,3673,2.2,0,0.4,0
2017/1/13,7,00,3967,2.4,0,1.6,0
2017/1/13,8,00,4149,3.2,0.5,0.6,0
2017/1/13,9,00,4195,6.9,1,1.6,0
2017/1/13,10,00,4051,8.5,1,0.9,0
2017/1/13,11,00,3908,10.3,1,0.9,0
2017/1/13,12,00,3663,10.5,1,1.9,0
2017/1/13,13,00,3808,11,1,1.6,0
2017/1/13,14,00,3806,11.2,0.7,1.7,0
2017/1/13,15,00,3916,10.5,0.1,2.9,0
2017/1/13,16,00,4110,9.7,0.2,2.2,0
2017/1/13,17,00,4336,9.4,0.2,4.3,0
2017/1/13,18,00,4331,8.3,0,2.7,0
2017/1/13,19,00,4234,6.7,0,2.9,0
2017/1/13,20,00,4114,6,0,1.7,0
2017/1/13,21,00,3959,5.2,0,1.5,0
2017/1/13,22,00,3807,3.8,0,2.5,0
2017/1/13,23,00,3609,3.6,0,1.2,0
2017/1/14,0,00,3349,3,0,1.6,0
2017/1/14,1,00,3185,3.7,0,1.9,0
2017/1/14,2,00,3074,3,0,2.8,0
2017/1/14,3,00,2996,3,0,3.5,0
2017/1/14,4,00,2984,1.4,0,2.2,0
2017/1/14,5,00,3079,0.5,0,0.9,0
2017/1/14,6,00,3353,0.6,0,1.6,0
2017/1/14,7,00,3632,-0.2,0,1.1,0
2017/1/14,8,00,3878,1.9,0.6,1.4,0
2017/1/14,9,00,3937,4.1,1,1.3,0
2017/1/14,10,00,3886,5.1,0.6,1.6,0
2017/1/14,11,00,3876,4.9,0.3,1.4,0
2017/1/14,12,00,3844,5.7,0.3,3.8,0
2017/1/14,13,00,3887,4.5,0,3.1,0
2017/1/14,14,00,3897,5.4,0.3,3.6,0
2017/1/14,15,00,3945,4.3,0.1,6,0
2017/1/14,16,00,4174,3.3,0,4,0
2017/1/14,17,00,4426,3,0,4.9,0
2017/1/14,18,00,4455,2.2,0,4.9,0
2017/1/14,19,00,4399,1.4,0,3.7,0
2017/1/14,20,00,4307,0.8,0,2.1,0
2017/1/14,21,00,4135,0.3,0,3.8,0
2017/1/14,22,00,3915,-0.2,0,2.3,0
2017/1/14,23,00,3725,-0.3,0,2.4,0
2017/1/15,0,00,3443,-0.3,0,2.3,0
2017/1/15,1,00,3247,-0.3,0,3.9,0
2017/1/15,2,00,3123,-1.2,0,3.5,0
2017/1/15,3,00,3037,-1.2,0,3.5,0
2017/1/15,4,00,2988,-1.9,0,2.2,0
2017/1/15,5,00,3044,-0.8,0,4,0
2017/1/15,6,00,3254,-1.1,0,2.8,0
2017/1/15,7,00,3516,-0.5,0,2.5,0
2017/1/15,8,00,3743,0.2,0.6,4.2,0
2017/1/15,9,00,3840,1.5,1,2.6,0
2017/1/15,10,00,3746,2.5,1,3.6,0
2017/1/15,11,00,3625,2.9,1,3.9,0
2017/1/15,12,00,3557,4.4,1,3.7,0
2017/1/15,13,00,3529,2.7,0.8,2.8,0
2017/1/15,14,00,3525,4.5,0.7,2.3,0
2017/1/15,15,00,3595,3.9,0.9,5.7,0
2017/1/15,16,00,3874,3.1,0.9,4.9,0
2017/1/15,17,00,4301,2.2,0.2,3.7,0
2017/1/15,18,00,4426,1.2,0,2.9,0
2017/1/15,19,00,4426,0.5,0,1.5,0
2017/1/15,20,00,4364,0.7,0,2,0
2017/1/15,21,00,4196,-1.4,0,0.7,0
2017/1/15,22,00,3933,-1.1,0,2,0
2017/1/15,23,00,3676,-1.5,0,1.6,0
2017/1/16,0,00,3381,-1.6,0,1,0
2017/1/16,1,00,3198,-1.3,0,1.9,0
2017/1/16,2,00,3105,-0.5,0,1.5,0
2017/1/16,3,00,3057,-0.8,0,1.9,0
2017/1/16,4,00,3106,-1.1,0,2.2,0
2017/1/16,5,00,3366,0.2,0,2.4,0
2017/1/16,6,00,3941,-1.6,0,1.9,0
2017/1/16,7,00,4341,-0.4,0,2.7,0
2017/1/16,8,00,4567,0.2,0.6,1.8,0
2017/1/16,9,00,4627,3.1,1,1.8,0
2017/1/16,10,00,4471,4.1,1,2.7,0
2017/1/16,11,00,4347,5.8,1,4.3,0
2017/1/16,12,00,4075,6.8,1,4.7,0
2017/1/16,13,00,4156,8,1,5.2,0
2017/1/16,14,00,4152,7.7,1,5.4,0
2017/1/16,15,00,4200,7.3,1,5.8,0
2017/1/16,16,00,4438,6.7,1,4.9,0
2017/1/16,17,00,4743,5.7,0.7,4.4,0
2017/1/16,18,00,4757,4.8,0,4.1,0
2017/1/16,19,00,4640,3.9,0,4.2,0
2017/1/16,20,00,4491,4.1,0,3.9,0
2017/1/16,21,00,4293,4,0,5.6,0
2017/1/16,22,00,4053,3.5,0,3.6,0
2017/1/16,23,00,3773,3.1,0,3.6,0
2017/1/17,0,00,3445,3.7,0,2.7,0
2017/1/17,1,00,3252,2.7,0,2.2,0
2017/1/17,2,00,3155,2.9,0,2.8,0
2017/1/17,3,00,3096,2.7,0,2.4,0
2017/1/17,4,00,3108,2,0,2.1,0
2017/1/17,5,00,3335,1.5,0,1.8,0
2017/1/17,6,00,3866,1.2,0,1.6,0
2017/1/17,7,00,4193,1.4,0,1.2,0
2017/1/17,8,00,4388,3,0.7,1.9,0
2017/1/17,9,00,4382,4.8,1,1.7,0
2017/1/17,10,00,4209,6.8,1,1.9,0
2017/1/17,11,00,4085,8.2,1,3.4,0
2017/1/17,12,00,3864,9.2,1,3.7,0
2017/1/17,13,00,3954,9.7,1,2.2,0
2017/1/17,14,00,3954,10.5,1,4.4,0
2017/1/17,15,00,3978,9.7,1,2.8,0
2017/1/17,16,00,4223,9.2,1,3,0
2017/1/17,17,00,4515,8.2,0.4,2.6,0
2017/1/17,18,00,4530,7.2,0,3,0
2017/1/17,19,00,4426,6.3,0,2.4,0
2017/1/17,20,00,4309,5.5,0,2.2,0
2017/1/17,21,00,4145,4.1,0,1.4,0
2017/1/17,22,00,3939,4.5,0,2,0
2017/1/17,23,00,3693,4.5,0,2.1,0
2017/1/18,0,00,3388,3.5,0,1.5,0
2017/1/18,1,00,3218,4.5,0,2.2,0
2017/1/18,2,00,3124,3.3,0,2.2,0
2017/1/18,3,00,3075,2.6,0,1.2,0
2017/1/18,4,00,3114,3,0,1.7,0
2017/1/18,5,00,3334,2.5,0,2.6,0
2017/1/18,6,00,3850,1.8,0,2.1,0
2017/1/18,7,00,4174,1.5,0,2,0
2017/1/18,8,00,4379,2,0.7,2.1,0
2017/1/18,9,00,4410,4.6,1,2.4,0
2017/1/18,10,00,4242,6.2,1,2,0
2017/1/18,11,00,4097,6.7,0.9,2.5,0
2017/1/18,12,00,3836,8.1,1,2.1,0
2017/1/18,13,00,3922,8.9,0.9,2.1,0
2017/1/18,14,00,3905,9.5,1,3.2,0
2017/1/18,15,00,3963,8.9,1,3.7,0
2017/1/18,16,00,4155,8.8,1,2.7,0
2017/1/18,17,00,4438,8.3,0.6,3,0
2017/1/18,18,00,4445,7.5,0,3.5,0
2017/1/18,19,00,4340,5.9,0,3,0
2017/1/18,20,00,4222,7.1,0,2.9,0
2017/1/18,21,00,4030,7.8,0,3,0
2017/1/18,22,00,3825,8,0,2.1,0
2017/1/18,23,00,3573,6.2,0,2.9,0
2017/1/19,0,00,3292,5,0,2.5,0
2017/1/19,1,00,3126,5,0,2.6,0
2017/1/19,2,00,3045,4.5,0,2.4,0
2017/1/19,3,00,2999,4.8,0,3.1,0
2017/1/19,4,00,3022,4.2,0,2.9,0
2017/1/19,5,00,3223,4.6,0,3,0
2017/1/19,6,00,3697,4.8,0,2.7,0
2017/1/19,7,00,4051,4.6,0,2.7,0
2017/1/19,8,00,4356,5.7,0,3.1,0
2017/1/19,9,00,4490,6.6,0,3.4,0
2017/1/19,10,00,4331,7.7,0.4,3,0
2017/1/19,11,00,4170,9.4,0.9,3.9,0
2017/1/19,12,00,3890,9.4,0.7,6,0
2017/1/19,13,00,3960,10.3,0.6,3.4,0
2017/1/19,14,00,3923,10.6,1,3.5,0
2017/1/19,15,00,3945,10,0.7,3,0
2017/1/19,16,00,4198,9.2,1,2,0
2017/1/19,17,00,4484,8,0.3,4.2,0
2017/1/19,18,00,4498,7.3,0,4.1,0
2017/1/19,19,00,4410,6.2,0,4.9,0
2017/1/19,20,00,4291,5.7,0,3.3,0
2017/1/19,21,00,4125,4.9,0,3,0
2017/1/19,22,00,3917,3.9,0,1.9,0
2017/1/19,23,00,3673,2.8,0,1.2,0
2017/1/20,0,00,3395,3.3,0,2.1,0
2017/1/20,1,00,3211,3.3,0,1.1,0
2017/1/20,2,00,3119,3.2,0,3.1,0
2017/1/20,3,00,3056,3.4,0,2.4,0
2017/1/20,4,00,3076,3.2,0,3.7,0
2017/1/20,5,00,3274,3,0,2.3,0
2017/1/20,6,00,3782,2.6,0,1.6,0
2017/1/20,7,00,4189,2.5,0,2.3,0
2017/1/20,8,00,4562,2.7,0,2,0
2017/1/20,9,00,4829,2.8,0,2.2,0
2017/1/20,10,00,4827,2.8,0,3.9,0
2017/1/20,11,00,4792,2.8,0,2.6,0
2017/1/20,12,00,4543,3.5,0,1.7,0
2017/1/20,13,00,4656,3.4,0,1.6,0
2017/1/20,14,00,4661,2.9,0,2.6,0
2017/1/20,15,00,4687,3.3,0,2.7,0
2017/1/20,16,00,4838,3.3,0,3.8,0
2017/1/20,17,00,4899,3.3,0,3.5,0
2017/1/20,18,00,4811,2.5,0,3.3,0
2017/1/20,19,00,4635,2.3,0,2.2,0
2017/1/20,20,00,4468,2.6,0,2.7,0
2017/1/20,21,00,4243,2.9,0,2.7,0
2017/1/20,22,00,4032,3.2,0,2.7,0
2017/1/20,23,00,3789,3.4,0,2.8,0
2017/1/21,0,00,3480,3.7,0,3.3,0
2017/1/21,1,00,3264,3.7,0,4,0
2017/1/21,2,00,3137,3.5,0,3.5,0
2017/1/21,3,00,3052,3.5,0,3.4,0
2017/1/21,4,00,3030,3.8,0,2.1,0
2017/1/21,5,00,3122,4.1,0,1.9,0
2017/1/21,6,00,3394,2.9,0,2.2,0
2017/1/21,7,00,3649,1.3,0,1.1,0
2017/1/21,8,00,3852,4,0.7,2.2,0
2017/1/21,9,00,3844,7.4,1,3.7,0
2017/1/21,10,00,3708,8.9,1,4.6,0
2017/1/21,11,00,3631,9.7,1,6.3,0
2017/1/21,12,00,3503,10.4,1,6.1,0
2017/1/21,13,00,3524,9.9,1,8.9,0
2017/1/21,14,00,3498,9.8,1,6.8,0
2017/1/21,15,00,3507,8.8,1,4.6,0
2017/1/21,16,00,3706,8.1,1,5.9,0
2017/1/21,17,00,4055,7.4,0.7,4.7,0
2017/1/21,18,00,4135,6.3,0,2.2,0
2017/1/21,19,00,4091,5.7,0,3.4,0
2017/1/21,20,00,4014,5.2,0,2,0
2017/1/21,21,00,3854,4.5,0,2.4,0
2017/1/21,22,00,3650,4.4,0,1.9,0
2017/1/21,23,00,3444,4.4,0,2.1,0
2017/1/22,0,00,3172,3.9,0,2.2,0
2017/1/22,1,00,2995,3.6,0,2.5,0
2017/1/22,2,00,2889,3.7,0,2.2,0
2017/1/22,3,00,2825,3.5,0,1.4,0
2017/1/22,4,00,2802,4.1,0,1.7,0
2017/1/22,5,00,2870,2.8,0,2.5,0
2017/1/22,6,00,3072,1.7,0,3.2,0
2017/1/22,7,00,3297,1.3,0,2.9,0
2017/1/22,8,00,3482,2,0.6,3.2,0
2017/1/22,9,00,3489,4.3,1,1.4,0
2017/1/22,10,00,3362,6.6,1,0.7,0
2017/1/22,11,00,3241,8,1,1.5,0
2017/1/22,12,00,3137,9.7,1,1.9,0
2017/1/22,13,00,3064,11.4,1,1.6,0
2017/1/22,14,00,3038,12.1,1,1.4,0
2017/1/22,15,00,3096,11.7,1,1.9,0
2017/1/22,16,00,3314,9.8,1,2.5,0
2017/1/22,17,00,3743,8.5,0.7,1.7,0
2017/1/22,18,00,3888,6.5,0,1.5,0
2017/1/22,19,00,3880,5.1,0,3.1,0
2017/1/22,20,00,3834,4.8,0,2,0
2017/1/22,21,00,3685,5,0,2.1,0
2017/1/22,22,00,3445,6.7,0,3.2,0
2017/1/22,23,00,3233,6.2,0,4,0
2017/1/23,0,00,3001,5.5,0,4.8,0
2017/1/23,1,00,2872,4.6,0,3.7,0
2017/1/23,2,00,2810,5.3,0,5.6,0
2017/1/23,3,00,2787,4.1,0,5.1,0
2017/1/23,4,00,2840,3.5,0,5.1,0
2017/1/23,5,00,3079,3.2,0,5.5,0
2017/1/23,6,00,3612,2.7,0,4.5,0
2017/1/23,7,00,3989,2.7,0,3.1,0
2017/1/23,8,00,4268,3.4,0.5,4.8,0
2017/1/23,9,00,4374,3.8,0.8,4.9,0
