DATE,TIME_hh,TIME_mm,Man_kW,Temp_C,Sun_h,Wind_m_par_S,Rain_mm
2017/12/22,13,00,3950,10.6,1,1.1,0
2017/12/22,14,00,3922,10.5,1,2.1,0
2017/12/22,15,00,3906,10.1,1,2.4,0
2017/12/22,16,00,4145,8.6,1,2.7,0
2017/12/22,17,00,4330,6.8,0.2,1.9,0
2017/12/22,18,00,4296,6.2,0,2.3,0
2017/12/22,19,00,4199,6.2,0,2,0
2017/12/22,20,00,4088,5.9,0,1.2,0
2017/12/22,21,00,3957,5.6,0,0.8,0
2017/12/22,22,00,3835,5.3,0,1.5,0
2017/12/22,23,00,3628,5.7,0,2,0
2017/12/23,0,00,3377,4.5,0,2.6,0
2017/12/23,1,00,3208,3.9,0,3.6,0
2017/12/23,2,00,3086,3.2,0,3.4,0
2017/12/23,3,00,3025,3.7,0,2,0
2017/12/23,4,00,3008,2.7,0,1.7,0
2017/12/23,5,00,3092,2,0,2.5,0
2017/12/23,6,00,3327,1.2,0,1.1,0
2017/12/23,7,00,3562,1.6,0,1.6,0
2017/12/23,8,00,3796,4.1,0.7,1.2,0
2017/12/23,9,00,3795,6.7,1,1.8,0
2017/12/23,10,00,3649,8.8,1,1.9,0
2017/12/23,11,00,3516,10.7,1,2,0
2017/12/23,12,00,3364,12,1,2.1,0
2017/12/23,13,00,3337,13.2,1,2,0
2017/12/23,14,00,3302,13,0.9,2.3,0
2017/12/23,15,00,3311,12.3,1,1.1,0
2017/12/23,16,00,3530,9.8,0.3,0.9,0
2017/12/23,17,00,3765,8.7,0,2.4,0
2017/12/23,18,00,3800,8.8,0,0.7,0
2017/12/23,19,00,3769,8.2,0,1,0
2017/12/23,20,00,3703,8.7,0,2.5,0
2017/12/23,21,00,3579,7.8,0,0.8,0
2017/12/23,22,00,3403,6.8,0,0.8,0
2017/12/23,23,00,3233,6.1,0,1,0
2017/12/24,0,00,3022,5.5,0,1,0
2017/12/24,1,00,2900,6.8,0,1.8,0
2017/12/24,2,00,2828,5.6,0,2.3,0
2017/12/24,3,00,2775,4.9,0,1.8,0
2017/12/24,4,00,2761,5.1,0,2.2,0
2017/12/24,5,00,2820,4.5,0,1.5,0
2017/12/24,6,00,2982,5.7,0,1.4,0
2017/12/24,7,00,3227,4.7,0,2.7,0
2017/12/24,8,00,3551,5.5,0,2.1,0
2017/12/24,9,00,3740,6.1,0,1.7,0
2017/12/24,10,00,3706,6.4,0,1.7,0
2017/12/24,11,00,3606,6.8,0,2.1,0
2017/12/24,12,00,3487,8,0,1.8,0
2017/12/24,13,00,3371,9.3,0.2,1.3,0
2017/12/24,14,00,3242,9.8,0.7,1.6,0
2017/12/24,15,00,3227,10.5,0.9,0.9,0
2017/12/24,16,00,3477,8.9,1,0.5,0
2017/12/24,17,00,3769,7.7,0.1,1,0
2017/12/24,18,00,3812,7.5,0,0.6,0
2017/12/24,19,00,3767,8.4,0,1.5,0
2017/12/24,20,00,3688,7.9,0,0.9,0
2017/12/24,21,00,3527,8.2,0,1.5,0
2017/12/24,22,00,3325,9.7,0,1.1,0
2017/12/24,23,00,3104,9.8,0,0.8,0
2017/12/25,0,00,2864,9.2,0,3.7,0
2017/12/25,1,00,2742,9.4,0,2.9,0.5
2017/12/25,2,00,2707,9.8,0,1.1,2
2017/12/25,3,00,2687,5.7,0,4,5
2017/12/25,4,00,2721,5.4,0,5,2
2017/12/25,5,00,2889,5.9,0,3,1
2017/12/25,6,00,3253,6.6,0,3.3,0
2017/12/25,7,00,3582,6.9,0,4.5,0
2017/12/25,8,00,3873,8,0,4.7,0
2017/12/25,9,00,3963,11.9,1,4,0
2017/12/25,10,00,3870,13.5,1,3.1,0
2017/12/25,11,00,3788,14.6,1,4.3,0
2017/12/25,12,00,3583,14.2,1,6.3,0
2017/12/25,13,00,3690,14.9,1,5.2,0
2017/12/25,14,00,3707,13.4,1,5.3,0
2017/12/25,15,00,3733,12,1,4.4,0
2017/12/25,16,00,3974,10.7,1,4.6,0
2017/12/25,17,00,4160,9.8,0.1,4.5,0
2017/12/25,18,00,4151,8.7,0,5.4,0
2017/12/25,19,00,4054,8.2,0,4.6,0
2017/12/25,20,00,3934,7.6,0,4.1,0
2017/12/25,21,00,3787,7.6,0,4.1,0
2017/12/25,22,00,3627,7.3,0,4.7,0
2017/12/25,23,00,3377,6.9,0,4.6,0
2017/12/26,0,00,3098,6.3,0,4.6,0
2017/12/26,1,00,2949,5.8,0,4.6,0
2017/12/26,2,00,2881,5.8,0,3.2,0
2017/12/26,3,00,2843,5.8,0,3.5,0
2017/12/26,4,00,2874,5.8,0,4,0
2017/12/26,5,00,3049,5.6,0,4.6,0
2017/12/26,6,00,3475,4.9,0,4.4,0
2017/12/26,7,00,3809,3.7,0,2.4,0
2017/12/26,8,00,4095,4.8,0.6,2.6,0
2017/12/26,9,00,4154,6.8,1,1.2,0
2017/12/26,10,00,4024,8.9,1,1.5,0
2017/12/26,11,00,3907,10.3,1,4,0
2017/12/26,12,00,3687,11,1,3.8,0
2017/12/26,13,00,3777,11.9,1,2.9,0
2017/12/26,14,00,3745,12.3,1,2.9,0
2017/12/26,15,00,3755,11.8,1,3.4,0
2017/12/26,16,00,3976,10.9,1,1.5,0
2017/12/26,17,00,4162,9.6,0.4,2.3,0
2017/12/26,18,00,4147,7.5,0,1.8,0
2017/12/26,19,00,4057,8.4,0,2.3,0
2017/12/26,20,00,3954,6.2,0,0.8,0
2017/12/26,21,00,3808,6.8,0,5.3,0
2017/12/26,22,00,3657,5.5,0,3.6,0
2017/12/26,23,00,3439,4.8,0,2.7,0
2017/12/27,0,00,3162,4.4,0,2,0
2017/12/27,1,00,3019,3.6,0,1.8,0
2017/12/27,2,00,2944,2.7,0,1.4,0
2017/12/27,3,00,2907,3.5,0,1.9,0
2017/12/27,4,00,2936,3.3,0,4.2,0
2017/12/27,5,00,3133,2.9,0,2,0
2017/12/27,6,00,3574,2.5,0,3.9,0
2017/12/27,7,00,3895,1.5,0,1.6,0
2017/12/27,8,00,4173,2.5,0.6,1.5,0
2017/12/27,9,00,4223,4.9,1,1.7,0
2017/12/27,10,00,4113,6.7,1,1.6,0
2017/12/27,11,00,4020,7.9,1,3.2,0
2017/12/27,12,00,3816,8.6,1,2.6,0
2017/12/27,13,00,3895,8.6,1,4.7,0
2017/12/27,14,00,3908,7.4,1,5.3,0
2017/12/27,15,00,3944,6.8,1,4.9,0
2017/12/27,16,00,4193,6.1,1,4.4,0
2017/12/27,17,00,4413,4.8,0.4,4.9,0
2017/12/27,18,00,4395,4,0,4.1,0
2017/12/27,19,00,4307,3.9,0,3,0
2017/12/27,20,00,4212,3.3,0,2.5,0
2017/12/27,21,00,4057,3.4,0,3.8,0
2017/12/27,22,00,3864,3,0,2.8,0
2017/12/27,23,00,3639,2.9,0,3.1,0
2017/12/28,0,00,3335,2.6,0,2.9,0
2017/12/28,1,00,3136,2.5,0,3.7,0
2017/12/28,2,00,3031,2.8,0,4.3,0
2017/12/28,3,00,2968,2.3,0,3.3,0
2017/12/28,4,00,2978,2.2,0,4.2,0
2017/12/28,5,00,3164,1.6,0,3.8,0
2017/12/28,6,00,3599,2.1,0,3.1,0
2017/12/28,7,00,3936,1.5,0,2.9,0
2017/12/28,8,00,4174,3.1,0.6,3.9,0
2017/12/28,9,00,4167,5.1,1,2.2,0
2017/12/28,10,00,3983,6.7,1,2.3,0
2017/12/28,11,00,3842,8,1,3,0
2017/12/28,12,00,3636,8.1,1,2.7,0
2017/12/28,13,00,3646,9.6,1,4.3,0
2017/12/28,14,00,3606,8.8,1,4.4,0
2017/12/28,15,00,3622,8.4,1,3,0
2017/12/28,16,00,3855,7.3,1,3.6,0
2017/12/28,17,00,4095,6,0.4,4.7,0
2017/12/28,18,00,4097,5.6,0,3.3,0
2017/12/28,19,00,4042,4.7,0,2.9,0
2017/12/28,20,00,3952,3.9,0,2.4,0
2017/12/28,21,00,3809,4.1,0,4.2,0
2017/12/28,22,00,3651,4,0,3.3,0
2017/12/28,23,00,3433,2.8,0,4.8,0
2017/12/29,0,00,3174,3.3,0,2.5,0
2017/12/29,1,00,3000,3.3,0,3.8,0
2017/12/29,2,00,2883,3.5,0,2.3,0
2017/12/29,3,00,2805,3.9,0,2.7,0
2017/12/29,4,00,2789,3.7,0,3.4,0
2017/12/29,5,00,2893,3.6,0,4.1,0
2017/12/29,6,00,3181,4.1,0,3.8,0
2017/12/29,7,00,3482,4.3,0,5.6,0
2017/12/29,8,00,3716,4.7,0.6,4.6,0
2017/12/29,9,00,3696,6.6,1,4.1,0
2017/12/29,10,00,3544,7.6,1,4.7,0
2017/12/29,11,00,3428,8.6,1,3.3,0
2017/12/29,12,00,3298,9.2,1,3.4,0
2017/12/29,13,00,3240,10,0.6,4.3,0
2017/12/29,14,00,3194,9.5,1,5.3,0
2017/12/29,15,00,3205,9.6,1,1.5,0
2017/12/29,16,00,3434,7.6,1,1.3,0
2017/12/29,17,00,3745,5.9,0.4,3.6,0
2017/12/29,18,00,3772,6.8,0,3.3,0
2017/12/29,19,00,3733,6.9,0,2.9,0
2017/12/29,20,00,3662,5.9,0,2,0
2017/12/29,21,00,3526,5.7,0,3.2,0
2017/12/29,22,00,3339,5.7,0,2.7,0
2017/12/29,23,00,3158,5.5,0,2.7,0
2017/12/30,0,00,2944,5.1,0,4.4,0
2017/12/30,1,00,2796,4.5,0,4.5,0
2017/12/30,2,00,2709,4.1,0,2.4,0
2017/12/30,3,00,2645,3.3,0,2.1,0
2017/12/30,4,00,2629,2.5,0,3.2,0
2017/12/30,5,00,2688,1.4,0,1.1,0
2017/12/30,6,00,2888,3.4,0,3,0
2017/12/30,7,00,3105,1.9,0,1.5,0
2017/12/30,8,00,3274,3.3,0.6,0.6,0
2017/12/30,9,00,3237,5.9,1,1.6,0
2017/12/30,10,00,3113,7.5,1,3.5,0
2017/12/30,11,00,3000,9.2,1,5.8,0
2017/12/30,12,00,2941,10.1,1,4.4,0
2017/12/30,13,00,2871,10.7,1,3.7,0
2017/12/30,14,00,2830,10.4,1,2.4,0
2017/12/30,15,00,2855,10.5,1,4,0
2017/12/30,16,00,3112,10,1,3.5,0
2017/12/30,17,00,3447,8.6,0.3,2.7,0
2017/12/30,18,00,3511,7.7,0,3.4,0
2017/12/30,19,00,3502,6.9,0,4,0
2017/12/30,20,00,3445,5.9,0,2.3,0
2017/12/30,21,00,3342,5.7,0,1.5,0
2017/12/30,22,00,3165,5.4,0,1.7,0
2017/12/30,23,00,3010,5,0,3.2,0
2017/12/31,0,00,2810,4.1,0,3.3,0
2017/12/31,1,00,2674,3.4,0,1.1,0
2017/12/31,2,00,2587,3,0,1.5,0
2017/12/31,3,00,2520,3.4,0,0.9,0
2017/12/31,4,00,2477,4.2,0,1.4,0
2017/12/31,5,00,2513,4.1,0,1.7,0
2017/12/31,6,00,2673,3.7,0,2.2,0
2017/12/31,7,00,2907,3.5,0,2.7,0
2017/12/31,8,00,3195,3.9,0,2,0
2017/12/31,9,00,3350,4,0,1.8,0
2017/12/31,10,00,3371,4,0,3.5,0
2017/12/31,11,00,3339,4.5,0,1.9,0
2017/12/31,12,00,3315,4.5,0,3.8,0
2017/12/31,13,00,3231,4.5,0,3.3,0
2017/12/31,14,00,3159,4.7,0,2.5,0
2017/12/31,15,00,3145,5.3,0.2,2.3,0
2017/12/31,16,00,3363,4.8,0.2,3.6,0
2017/12/31,17,00,3574,4.6,0,2.1,0
2017/12/31,18,00,3589,4.1,0,1.6,0
2017/12/31,19,00,3527,4,0,2.4,0
2017/12/31,20,00,3443,2.8,0,1.6,0
2017/12/31,21,00,3335,3.3,0,1.4,0
2017/12/31,22,00,3200,2.7,0,1.6,0
2017/12/31,23,00,3141,2.7,0,1.8,0
2018/1/1,0,00,2962,2.3,0,2.6,0
2018/1/1,1,00,2797,1.5,0,1.4,0
2018/1/1,2,00,2669,1,0,1.6,0
2018/1/1,3,00,2586,1.2,0,0.7,0
2018/1/1,4,00,2543,0.6,0,1.1,0
2018/1/1,5,00,2570,1.9,0,1.3,0
2018/1/1,6,00,2712,1.6,0,2.6,0
2018/1/1,7,00,2880,1.5,0,2.4,0
2018/1/1,8,00,2860,2.7,0.5,2.4,0
2018/1/1,9,00,2842,5.5,1,2,0
2018/1/1,10,00,2778,8.1,1,1.6,0
2018/1/1,11,00,2638,10.8,1,3.7,0
2018/1/1,12,00,2541,12.2,1,2.5,0
2018/1/1,13,00,2475,12.3,1,3.6,0
2018/1/1,14,00,2458,12.4,1,4.4,0
2018/1/1,15,00,2495,11.7,1,2.5,0
2018/1/1,16,00,2725,10.5,0.6,2.4,0
2018/1/1,17,00,3033,9.3,0.3,2.8,0
2018/1/1,18,00,3116,8,0,3.2,0
2018/1/1,19,00,3128,7.3,0,3.4,0
2018/1/1,20,00,3132,6.7,0,3,0
2018/1/1,21,00,3094,6,0,3.8,0
2018/1/1,22,00,2972,5.9,0,4.8,0
2018/1/1,23,00,2833,5.3,0,3.1,0
2018/1/2,0,00,2625,3.8,0,3,0
2018/1/2,1,00,2495,5,0,3.3,0
2018/1/2,2,00,2434,5.6,0,5.5,0
2018/1/2,3,00,2394,5.8,0,5,0
2018/1/2,4,00,2382,5.3,0,3.8,0
2018/1/2,5,00,2436,4,0,3.3,0
2018/1/2,6,00,2603,1.3,0,1.1,0
2018/1/2,7,00,2805,3,0,3,0
2018/1/2,8,00,2967,5.6,0.5,4.2,0
2018/1/2,9,00,2939,7.3,1,4.9,0
2018/1/2,10,00,2828,8.2,1,4.4,0
2018/1/2,11,00,2718,9.1,1,3.1,0
2018/1/2,12,00,2643,10,1,5.6,0
2018/1/2,13,00,2588,10.1,1,3.9,0
2018/1/2,14,00,2570,9.9,1,2.8,0
2018/1/2,15,00,2619,9.1,1,2.6,0
2018/1/2,16,00,2859,8,1,2.8,0
2018/1/2,17,00,3181,7.6,0.4,3.6,0
2018/1/2,18,00,3272,4.9,0,0.8,0
2018/1/2,19,00,3287,3.9,0,0.9,0
2018/1/2,20,00,3283,4.1,0,2.4,0
2018/1/2,21,00,3220,4.8,0,2.2,0
2018/1/2,22,00,3084,4.3,0,3.2,0
2018/1/2,23,00,2936,4.7,0,2.7,0
2018/1/3,0,00,2727,4.9,0,2,0
2018/1/3,1,00,2581,5.2,0,3,0
2018/1/3,2,00,2495,4.9,0,4.6,0
2018/1/3,3,00,2447,4.5,0,3.7,0
2018/1/3,4,00,2433,3.8,0,3,0
2018/1/3,5,00,2487,3.7,0,3.7,0
2018/1/3,6,00,2667,2.9,0,3.5,0
2018/1/3,7,00,2893,3.1,0,3.5,0
2018/1/3,8,00,3119,3,0.5,3.7,0
2018/1/3,9,00,3145,4.5,1,4.1,0
2018/1/3,10,00,3060,6.3,1,6.3,0
2018/1/3,11,00,2964,7.7,1,7.8,0
2018/1/3,12,00,2899,7.5,1,7.5,0
2018/1/3,13,00,2848,7.9,1,7.1,0
2018/1/3,14,00,2839,7.6,1,8.8,0
2018/1/3,15,00,2898,7.3,1,6.9,0
2018/1/3,16,00,3174,6.4,1,8.3,0
2018/1/3,17,00,3533,5.4,0.4,6.4,0
2018/1/3,18,00,3625,4.7,0,5.6,0
2018/1/3,19,00,3630,4.2,0,6.2,0
2018/1/3,20,00,3602,3.6,0,4.5,0
2018/1/3,21,00,3500,3.3,0,4.8,0
2018/1/3,22,00,3293,3,0,5.3,0
2018/1/3,23,00,3093,3.7,0,4.7,0
2018/1/4,0,00,2843,3.8,0,3.3,0
2018/1/4,1,00,2697,4,0,3.4,0
2018/1/4,2,00,2624,2.5,0,3.1,0
2018/1/4,3,00,2578,1.1,0,2.1,0
2018/1/4,4,00,2597,2.2,0,3.5,0
2018/1/4,5,00,2746,1.5,0,2.9,0
2018/1/4,6,00,3103,0.5,0,2.3,0
2018/1/4,7,00,3432,0.6,0,2.6,0
2018/1/4,8,00,3679,3.4,0.5,2.7,0
2018/1/4,9,00,3684,5.6,1,3.8,0
2018/1/4,10,00,3552,7.3,1,3.2,0
2018/1/4,11,00,3454,8.4,1,2.6,0
2018/1/4,12,00,3348,8.6,1,4,0
2018/1/4,13,00,3314,9.1,1,2.1,0
2018/1/4,14,00,3289,8.7,1,3.6,0
2018/1/4,15,00,3341,8.2,1,2.3,0
2018/1/4,16,00,3605,7.1,1,3.7,0
2018/1/4,17,00,3919,5.9,0.3,1.4,0
2018/1/4,18,00,3982,5.6,0,3.1,0
2018/1/4,19,00,3958,4.5,0,2.5,0
2018/1/4,20,00,3908,4.2,0,2.6,0
2018/1/4,21,00,3762,4.3,0,3,0
2018/1/4,22,00,3534,3,0,2.2,0
2018/1/4,23,00,3293,2.5,0,1.8,0
2018/1/5,0,00,3006,2.9,0,2.9,0
2018/1/5,1,00,2834,3,0,3.1,0
2018/1/5,2,00,2753,3.6,0,3.3,0
2018/1/5,3,00,2690,2.3,0,3,0
2018/1/5,4,00,2706,2.2,0,1.8,0
2018/1/5,5,00,2885,2.3,0,1.1,0
2018/1/5,6,00,3336,2.5,0,1.5,0
2018/1/5,7,00,3762,2.3,0,1.8,0
2018/1/5,8,00,4186,2.8,0,1.4,0
2018/1/5,9,00,4415,3.5,0,1.3,0
2018/1/5,10,00,4346,4.2,0,1.8,0
2018/1/5,11,00,4307,5.2,0.1,1.1,0
2018/1/5,12,00,4170,5.5,0,1.9,0
2018/1/5,13,00,4163,5.6,0,1.4,0
2018/1/5,14,00,4132,5.5,0,1.4,0
2018/1/5,15,00,4123,5.5,0,2.4,0
2018/1/5,16,00,4297,5.2,0,2.2,0
2018/1/5,17,00,4412,4.9,0,2.2,0
2018/1/5,18,00,4354,4.7,0,1.4,0
2018/1/5,19,00,4254,4.2,0,1,0
2018/1/5,20,00,4138,4.5,0,2,0
2018/1/5,21,00,3979,3.6,0,2.4,0
2018/1/5,22,00,3790,2.8,0,1.1,0
2018/1/5,23,00,3580,1.7,0,0.9,0
2018/1/6,0,00,3293,0.9,0,0.8,0
2018/1/6,1,00,3120,1.6,0,2.2,0
2018/1/6,2,00,3006,1.7,0,2.6,0
2018/1/6,3,00,2940,0.1,0,1.6,0
2018/1/6,4,00,2932,0.8,0,1.7,0
2018/1/6,5,00,3033,-0.6,0,1,0
2018/1/6,6,00,3343,-1.3,0,0.9,0
2018/1/6,7,00,3664,-1.1,0,1.6,0
2018/1/6,8,00,4018,0.2,0.1,1.3,0
2018/1/6,9,00,4068,4.4,1,0.9,0
2018/1/6,10,00,3898,7.1,1,2.2,0
2018/1/6,11,00,3726,8.2,1,2.5,0
2018/1/6,12,00,3551,8.8,1,0.8,0
2018/1/6,13,00,3511,9.9,1,1.4,0
2018/1/6,14,00,3479,9.9,1,2.8,0
2018/1/6,15,00,3489,9.2,1,3.4,0
2018/1/6,16,00,3698,9.2,1,1.3,0
2018/1/6,17,00,3987,6.4,0.4,2.3,0
2018/1/6,18,00,4030,5.4,0,2.1,0
2018/1/6,19,00,3982,4.7,0,1.5,0
2018/1/6,20,00,3907,6.6,0,2.6,0
2018/1/6,21,00,3748,6.2,0,3.5,0
2018/1/6,22,00,3552,5.2,0,4.3,0
2018/1/6,23,00,3362,4.6,0,2.5,0
2018/1/7,0,00,3109,4.3,0,1.9,0
2018/1/7,1,00,2962,4.9,0,3.4,0
2018/1/7,2,00,2859,4.6,0,3.9,0
2018/1/7,3,00,2792,3.5,0,3.6,0
2018/1/7,4,00,2771,2.3,0,0.6,0
2018/1/7,5,00,2827,2,0,2.4,0
2018/1/7,6,00,3009,2.7,0,2.3,0
2018/1/7,7,00,3235,3.6,0,4.1,0
2018/1/7,8,00,3436,4.1,0.4,4.2,0
2018/1/7,9,00,3474,6.7,1,3.3,0
2018/1/7,10,00,3369,8.3,1,2.5,0
2018/1/7,11,00,3260,9.7,1,2.7,0
2018/1/7,12,00,3164,10.2,1,5.3,0
2018/1/7,13,00,3103,11.2,1,3.3,0
2018/1/7,14,00,3057,11.1,1,3.1,0
2018/1/7,15,00,3101,10.4,1,1.7,0
2018/1/7,16,00,3348,9.3,1,1.9,0
2018/1/7,17,00,3724,6.5,0.1,0.6,0
2018/1/7,18,00,3823,6.5,0,2.1,0
2018/1/7,19,00,3804,6.4,0,1.2,0
2018/1/7,20,00,3735,5.7,0,0.5,0
2018/1/7,21,00,3611,6.3,0,3.3,0
2018/1/7,22,00,3401,5.3,0,3.3,0
2018/1/7,23,00,3208,4.6,0,2.4,0
2018/1/8,0,00,2965,4.5,0,2.7,0
2018/1/8,1,00,2828,4.6,0,2.5,0
2018/1/8,2,00,2748,4.7,0,2,0
2018/1/8,3,00,2691,4.2,0,2.6,0
2018/1/8,4,00,2688,3.7,0,1.9,0
2018/1/8,5,00,2768,4.2,0,1.8,0
2018/1/8,6,00,3025,3.7,0,1.6,0
2018/1/8,7,00,3344,3.5,0,2,0
2018/1/8,8,00,3758,4.2,0,2.4,0
2018/1/8,9,00,4053,5,0,1.8,0
2018/1/8,10,00,4059,5.2,0,1.8,0
2018/1/8,11,00,3949,6,0,1.1,0
2018/1/8,12,00,3732,8.3,0.2,1,0
2018/1/8,13,00,3902,8.8,0.2,2.5,0
2018/1/8,14,00,3848,6.2,0,1.4,0
2018/1/8,15,00,3889,7.8,0,2.4,0
2018/1/8,16,00,4054,8.9,0,3.6,0
2018/1/8,17,00,4205,7.3,0,1.6,0.5
2018/1/8,18,00,4206,7.5,0,1.2,1
2018/1/8,19,00,4107,5.8,0,1.6,0.5
2018/1/8,20,00,4011,5.1,0,1.7,1
2018/1/8,21,00,3832,4.3,0,1.5,1.5
2018/1/8,22,00,3589,4.2,0,3.5,1.5
2018/1/8,23,00,3327,4.1,0,1.5,1
2018/1/9,0,00,3036,3.9,0,1.4,1
2018/1/9,1,00,2888,4.2,0,1.4,0.5
2018/1/9,2,00,2817,4.4,0,1.5,0.5
2018/1/9,3,00,2774,4.6,0,1.1,0
2018/1/9,4,00,2801,4.9,0,0.7,0.5
2018/1/9,5,00,2988,5.1,0,2,0
2018/1/9,6,00,3434,5.1,0,0.7,0
2018/1/9,7,00,3816,5.5,0,2.1,0
2018/1/9,8,00,4187,7.6,0,3.6,0
2018/1/9,9,00,4352,9.4,0,2.7,0
2018/1/9,10,00,4247,12.2,0.3,1.6,0
2018/1/9,11,00,4060,9,0.1,2.8,0
2018/1/9,12,00,3755,11.9,0.6,0.8,0
2018/1/9,13,00,3803,15.7,1,4,0
2018/1/9,14,00,3747,14.5,1,5.7,0
2018/1/9,15,00,3757,13.8,1,6,0
2018/1/9,16,00,3970,12.9,1,4.7,0
2018/1/9,17,00,4202,11.5,0.6,4.9,0
2018/1/9,18,00,4210,10.1,0,3.2,0
2018/1/9,19,00,4118,9.6,0,3,0
2018/1/9,20,00,4009,8.5,0,3.1,0
2018/1/9,21,00,3858,8.7,0,4.8,0
2018/1/9,22,00,3671,6.1,0,1.4,0
2018/1/9,23,00,3428,3.6,0,1.3,0
2018/1/10,0,00,3138,5.1,0,3.4,0
2018/1/10,1,00,2999,6.4,0,3.4,0
2018/1/10,2,00,2942,5.4,0,3.1,0
2018/1/10,3,00,2919,5.3,0,3.2,0
2018/1/10,4,00,2948,5.2,0,3.9,0
2018/1/10,5,00,3157,4.9,0,4.7,0
2018/1/10,6,00,3647,4.2,0,5.2,0
2018/1/10,7,00,3969,3.8,0,3.4,0
2018/1/10,8,00,4188,5.1,0.4,3.7,0
2018/1/10,9,00,4242,7.1,1,4.3,0
2018/1/10,10,00,4104,8.7,1,5.1,0
2018/1/10,11,00,4003,10.3,1,4.9,0
2018/1/10,12,00,3788,10.7,1,6.1,0
2018/1/10,13,00,3884,10.8,1,7.2,0
2018/1/10,14,00,3882,10.2,1,7.8,0
2018/1/10,15,00,3902,9.7,1,6.2,0
2018/1/10,16,00,4116,9.3,1,5.6,0
2018/1/10,17,00,4359,8.5,0.6,4.8,0
2018/1/10,18,00,4349,8.3,0,4.3,0
2018/1/10,19,00,4260,8.2,0,4.4,0
2018/1/10,20,00,4140,8,0,4.5,0
2018/1/10,21,00,3959,7.7,0,4.4,0
2018/1/10,22,00,3754,6.9,0,3.5,0
2018/1/10,23,00,3512,7.5,0,4.6,0
2018/1/11,0,00,3213,7.4,0,4.1,0
2018/1/11,1,00,3073,5.2,0,4.1,0
2018/1/11,2,00,3015,4.7,0,3.1,0
2018/1/11,3,00,2986,4.4,0,3,0
2018/1/11,4,00,3025,3.9,0,2.3,0
2018/1/11,5,00,3246,3,0,1.2,0
2018/1/11,6,00,3746,2.9,0,2,0
2018/1/11,7,00,4084,1.8,0,0.6,0
2018/1/11,8,00,4295,3.6,0.5,0.9,0
2018/1/11,9,00,4343,5.5,1,1.2,0
2018/1/11,10,00,4205,7.4,1,1.6,0
2018/1/11,11,00,4098,8.6,1,3.4,0
2018/1/11,12,00,3867,8.6,1,3.3,0
2018/1/11,13,00,3942,10,1,2.6,0
2018/1/11,14,00,3938,9.7,1,3.2,0
2018/1/11,15,00,3983,8.6,1,2.3,0
2018/1/11,16,00,4251,8.7,1,0.8,0
2018/1/11,17,00,4560,6.8,0.6,3.2,0
2018/1/11,18,00,4588,6,0,3.6,0
2018/1/11,19,00,4493,4.9,0,4.5,0
2018/1/11,20,00,4380,3.4,0,2.4,0
2018/1/11,21,00,4219,2.8,0,2.6,0
2018/1/11,22,00,4008,2.4,0,2.8,0
2018/1/11,23,00,3755,2.3,0,2.7,0
2018/1/12,0,00,3450,0.8,0,2.6,0
2018/1/12,1,00,3281,-0.3,0,0.7,0
2018/1/12,2,00,3193,1.2,0,3.4,0
2018/1/12,3,00,3146,0.6,0,1,0
2018/1/12,4,00,3188,-0.2,0,1.7,0
2018/1/12,5,00,3429,0.4,0,1.3,0
2018/1/12,6,00,3980,0,0,3.3,0
2018/1/12,7,00,4400,-0.7,0,2.4,0
2018/1/12,8,00,4628,0.3,0.4,1.5,0
2018/1/12,9,00,4654,2.7,1,2.2,0
2018/1/12,10,00,4476,3.9,1,2.9,0
2018/1/12,11,00,4324,5,1,2,0
2018/1/12,12,00,4087,5.5,1,1.2,0
2018/1/12,13,00,4167,6.2,1,2.3,0
2018/1/12,14,00,4155,6.6,1,2.5,0
2018/1/12,15,00,4185,5.8,1,3,0
2018/1/12,16,00,4407,5.2,1,1.8,0
2018/1/12,17,00,4666,3.6,0.3,1.1,0
2018/1/12,18,00,4659,2.5,0,1.2,0
2018/1/12,19,00,4556,2.4,0,1.6,0
2018/1/12,20,00,4437,3.9,0,2.8,0
2018/1/12,21,00,4272,3.5,0,2.5,0
2018/1/12,22,00,4087,2.4,0,1.8,0
2018/1/12,23,00,3867,1.8,0,2.4,0
2018/1/13,0,00,3583,1.3,0,2.5,0
2018/1/13,1,00,3404,0.5,0,1.3,0
2018/1/13,2,00,3284,0.3,0,1.5,0
2018/1/13,3,00,3216,0.5,0,2.1,0
2018/1/13,4,00,3187,0,0,1.7,0
2018/1/13,5,00,3287,-0.3,0,2.2,0
2018/1/13,6,00,3594,-0.3,0,2,0
2018/1/13,7,00,3923,-0.5,0,2.5,0
2018/1/13,8,00,4213,-0.2,0.5,2.7,0
2018/1/13,9,00,4272,1.5,1,2.2,0
2018/1/13,10,00,4100,3.2,1,2.8,0
2018/1/13,11,00,3932,4.7,1,1,0
2018/1/13,12,00,3743,5.6,1,0.8,0
2018/1/13,13,00,3697,6.7,1,2.8,0
2018/1/13,14,00,3651,6.6,1,2.2,0
2018/1/13,15,00,3656,6,1,2,0
2018/1/13,16,00,3868,5.5,1,2,0
2018/1/13,17,00,4202,3.5,0.6,2.1,0
2018/1/13,18,00,4267,2.5,0,1.2,0
2018/1/13,19,00,4232,2.6,0,1.3,0
2018/1/13,20,00,4168,2.8,0,1.1,0
2018/1/13,21,00,4007,3.7,0,1.5,0
2018/1/13,22,00,3775,3.5,0,4.9,0
2018/1/13,23,00,3581,2.8,0,5.6,0
